Temperature,Pressure,Volume,Enthalpy,c_p,kappa_T,alpha_p
379.99541297729127,36551.80389973107,0.00022374769905028757,6.895678573199926e-17,998.670777175299,5.494047224803734e-10,0.0007722400488285699
