Time,C_EE
0.0,0.9999923706054619
2.0000000000000003e-06,0.747240251561513
4.000000000000001e-06,0.5871346912892322
6e-06,0.4524365714397001
8.000000000000001e-06,0.3570111242068688
1e-05,0.5518715805846512
1.2e-05,0.4602748455382693
1.4e-05,0.5041386173923338
1.6000000000000003e-05,0.5600437660160132
1.8000000000000004e-05,0.47761690991215494
2e-05,0.5763386164254306
2.2e-05,0.4165631119385854
2.4e-05,0.4081432650268447
2.6000000000000002e-05,0.5024107508581434
2.9e-05,0.5130413004292729
3.2000000000000005e-05,0.4631850319636106
3.5000000000000004e-05,0.45894856945592594
3.9e-05,0.4130564861989705
4.3e-05,0.4035804781219305
4.8e-05,0.476148880629238
5.3e-05,0.38753098170076783
5.8e-05,0.40105815089568136
6.400000000000001e-05,0.39064273450894943
7.1e-05,0.3743183893523838
7.9e-05,0.36406688054998554
8.7e-05,0.3492817988310176
9.6e-05,0.3220156095812682
0.00010600000000000002,0.3175943765624546
0.000116,0.2966766418437957
0.00012800000000000002,0.30512567379381367
0.000141,0.2570290136792291
0.000155,0.25664525981882524
0.000171,0.23068857087172637
0.000189,0.2202771108712195
0.00020900000000000004,0.2037485362469896
0.00023,0.18315369639359602
0.000253,0.16829244886925224
0.00027800000000000004,0.15389304257761877
0.000306,0.13826876016327982
0.000337,0.12157553667678475
0.000371,0.1064993873806354
0.0004090000000000001,0.09495273908882679
0.000451,0.08355138503692999
0.0004969999999999999,0.07355033405800886
0.0005470000000000001,0.0630911900559282
0.000602,0.05870890952164534
0.0006630000000000001,0.05713290509244544
0.0007300000000000001,0.0507342631178681
0.0008030000000000001,0.04058948393985206
0.0008840000000000001,0.03759834453560674
0.0009730000000000001,0.02706564652550131
0.001071,0.017127995508041848
0.0011790000000000001,0.022290486123840252
0.0012980000000000001,0.025856883003167935
0.0014290000000000001,0.02518638519793126
0.001573,0.026126608916035503
0.001732,0.023993889471173157
0.0019070000000000003,0.02314801946791693
0.002099,0.016118220862545538
0.002309999999999999,0.01725112221972941
0.002543,0.027717782030009658
0.0027990000000000003,-0.011308655386789773
0.0030810000000000004,-0.023672109152529826
0.003392000000000002,-0.0022712372786232527
0.003733999999999998,0.006204903746448141
0.004109999999999999,0.011688637487363224
0.004524,-0.007406365713812928
0.004980000000000001,0.009841998936631007
0.005481000000000001,0.012630473538595586
0.006033000000000001,0.009665928723604245
0.006641,0.023260898239619777
0.007310000000000001,-0.001636776294834354
0.008046000000000001,-0.005055023556870814
0.008856000000000001,-0.004820072923032543
0.009748000000000003,-0.01295638927137288
0.010729999999999998,0.011431231811149226
0.011811000000000002,0.004477740098414309
0.013000000000000001,0.029901147899748494
0.014309,0.0030002063369254516
0.015750999999999998,-0.0006510741811220757
0.017338000000000003,-0.0012625366818042533
0.019083999999999997,0.002704323167311439
0.021005000000000003,-0.004882380429124479
0.023120000000000005,-0.008684923496874561
0.025449000000000003,0.005332862491751076
0.028011000000000005,-0.003310118508540958
0.030831,-0.010785499593597474
0.033936,0.00010426751003692572
0.037354000000000005,0.005188108038785235
0.041116,0.006535243960687678
0.045256000000000005,-0.0022428374219030643
0.049813,0.008885365231459741
0.05482900000000001,0.005994067216263485
0.06035000000000001,0.009844105256384785
0.066428,0.003804043729976986
0.07311700000000003,-0.0034286668651463408
0.080479,-0.0007879207121770301
0.08858300000000004,-0.005665875726474026
0.09750300000000002,-0.0012129154622921026
0.10732199999999996,0.003549916530619998
0.118129,-0.0010131643398115908
0.130024,-0.007925303884235657
0.14311700000000002,-0.002396752365896126
0.1575280000000001,-0.00035871243149012826
0.17338999999999988,0.00037718657578661273
0.19084999999999996,-0.0053422536172187994
0.21006800000000006,-0.0012791438154402725
0.23122000000000026,-0.0007975437520173221
