Omega,C_real,C_imag
49169.95228904883,15.74716408959095,-0.9405161468138836
54120.93402266823,15.731996326654356,-1.0324971885013123
59570.71218567223,15.715839379654716,-1.13425174232074
65569.14301431559,15.652471150770204,-1.2379309805900873
72171.46628210126,15.628902297454506,-1.3367973745751283
79438.7734334541,15.560533443051144,-1.4708597427416779
87438.0075837209,15.524801673312773,-1.595074332035597
96242.66571968097,15.403326261049761,-1.733266248745399
105933.73496689372,15.393903283597506,-1.8561968634943804
116600.6288570461,15.260479095062603,-2.022660211286876
128341.65546162643,15.127490131369168,-2.174855935378259
141264.9536592718,15.04682327404154,-2.283019790813863
155489.6634699525,14.936380994833451,-2.476793598991755
171146.62825548273,14.79073842761167,-2.666191319412713
188380.03318737863,14.603776284354025,-2.8712338929983634
207348.80964787953,14.383329690229962,-3.050854910272435
