Time,MSD
0.0,0.0
0.1,1.2459977000330298
0.2,2.0150665775160532
0.30000000000000004,2.2960019548100736
0.4,2.7447907013059254
0.5,3.3894655432915464
0.6000000000000001,3.432024274710331
0.7000000000000001,3.4224216512852386
0.8,4.246296117465051
0.9,4.653879491148209
1.0,5.016967781991775
1.1,5.593313496872422
1.2000000000000002,5.712931832196094
1.3,5.549062754064963
1.4000000000000001,5.965942865451326
1.5,6.191866129148079
1.6,6.867064019436435
1.7000000000000002,7.373163706498609
1.8,7.888587789721339
1.9000000000000001,8.132194240146546
2.0,7.966657874175787
2.1,8.034385880324043
2.2,8.792396133499054
2.3000000000000003,8.527967457308465
2.4000000000000004,8.652840452520573
2.5,9.115588551552078
2.6,9.135227659466748
2.7,9.534769020413663
2.8000000000000003,9.827932871315776
2.9000000000000004,10.319372868389136
3.0,11.153957510889901
3.1,11.249752430066502
3.2,11.631470158915333
3.3000000000000003,11.950353538434149
3.4000000000000004,12.676303785608594
3.5,12.524690778777321
3.6,12.440558186680738
3.7,13.437182765121014
3.8000000000000003,13.713427012484646
3.9000000000000004,13.991984019215531
4.0,14.530113763170483
4.1000000000000005,14.246452453328793
4.2,14.603884555733337
4.3,14.969110658750964
4.4,15.297801290340445
4.5,15.105660415501864
4.6000000000000005,15.762451605418208
4.7,15.71486584422876
4.800000000000001,15.694879615356276
4.9,15.910139395707565
5.0,15.963238135552002
5.1000000000000005,16.241411519919037
5.2,16.07725124614735
5.300000000000001,16.224293777086412
5.4,16.578477687893585
5.5,16.792152891815643
5.6000000000000005,17.020394839465563
5.7,17.336161110014952
5.800000000000001,17.354998517654206
5.9,18.070470774399457
6.0,18.23916399141318
6.1000000000000005,18.28472588626529
6.2,18.176226434786436
6.300000000000001,19.05646740348393
6.4,18.981056319746298
6.5,18.840981439058584
6.6000000000000005,18.68824219903617
6.7,19.001821035894327
6.800000000000001,19.349701050979274
6.9,20.196144235719544
7.0,20.261764235512512
7.1000000000000005,20.231883689205407
7.2,20.732161742633295
7.300000000000001,20.86622153003971
7.4,20.801680480853957
7.5,20.323872919376022
7.6000000000000005,20.698929131920384
7.7,21.07212189201545
7.800000000000001,21.240628646299147
7.9,21.52459558601844
8.0,21.567704254500658
8.1,22.484851716578675
8.200000000000001,22.074052415708497
8.3,22.151117345474347
8.4,22.849669773018643
8.5,23.467686875422903
8.6,23.781379912652284
8.700000000000001,23.483114189418178
8.8,23.72990911677108
8.9,23.6916564001676
9.0,24.265953737120185
9.1,24.21812921021356
9.200000000000001,25.353368763904417
9.3,25.38611184421262
9.4,25.851248423155567
9.5,26.42135129210111
9.600000000000001,26.829430680742053
9.700000000000001,27.182192094490063
9.8,27.254869089856527
9.9,27.59451336743739
10.0,27.854973898541488
10.100000000000001,28.54207614256262
10.200000000000001,28.676963701345354
10.3,29.96238090902716
10.4,29.66580142120408
10.5,29.908893844181506
10.600000000000001,30.338063700449226
10.700000000000001,29.590724866824875
10.8,30.228443484221746
10.9,31.00201056033993
11.0,31.7427310594211
11.100000000000001,32.11227162395857
11.200000000000001,32.11116215746556
11.3,31.840399208240985
11.4,33.00921421589255
11.5,33.06811022764594
11.600000000000001,33.81596500274385
11.700000000000001,33.78629181191252
11.8,34.194638356873384
11.9,34.465737739492766
12.0,34.445505391575175
12.100000000000001,34.40238945750115
12.200000000000001,34.88232367809654
12.3,34.897348257099715
12.4,36.24302993902608
12.5,35.76063826329448
12.600000000000001,36.4163290773058
12.700000000000001,36.92095687070593
12.8,37.05699497657097
12.9,36.27760585144555
13.0,35.98812986218263
13.100000000000001,36.97565725249505
13.200000000000001,37.3225344469454
13.3,38.22136061199203
13.4,39.01546903274202
13.5,38.48836104946326
13.600000000000001,39.44403852052712
13.700000000000001,38.90309765885027
13.8,39.88538831532065
13.9,40.033746413472706
14.0,40.980650012249576
14.100000000000001,41.43968265062128
14.200000000000001,41.955144082317204
14.3,42.48519058669486
14.4,42.93789705096318
14.5,43.45628459179412
14.600000000000001,44.142425655023
14.700000000000001,45.39863984778588
14.8,45.82321058358895
14.9,45.50963121479069
15.0,47.194913649498176
15.100000000000001,46.21436758772759
15.200000000000001,46.9053648684787
15.3,46.849461817047334
15.4,47.060859754384786
15.5,47.93907205974735
15.600000000000001,47.306755284796004
15.700000000000001,48.31737952123225
15.8,48.859101871399254
15.9,48.37911664151258
16.0,48.83244899629988
16.1,48.60359478888697
16.2,50.781223414095614
16.3,50.16350187853269
16.400000000000002,49.55323167046939
16.5,50.131744678661846
16.6,50.82108218663719
16.7,51.40581740566608
16.8,51.74454215309996
16.900000000000002,52.637419358852355
17.0,53.27545517036314
17.1,53.8193873470153
17.2,52.5354841194578
17.3,52.363340297444886
17.400000000000002,53.259092038742814
17.5,52.78209882207909
17.6,51.82835735540605
17.7,51.60455777364453
17.8,51.6950300976252
17.900000000000002,51.910534789451184
18.0,51.97840786056103
18.1,52.50368956680948
18.2,52.64112197778335
18.3,53.24046043768752
18.400000000000002,52.659250262933114
18.5,52.7800991930357
18.6,53.204157424360545
18.7,52.528264943633225
18.8,53.02959370004705
18.900000000000002,52.42340958171389
19.0,53.7783595689887
19.1,52.95842956930301
19.200000000000003,53.86446491774394
19.3,53.69716682737995
19.400000000000002,54.263252570601
19.5,55.02186419008069
19.6,54.29643521632685
19.700000000000003,54.26644724081112
19.8,54.45929302839328
19.900000000000002,53.98533824808123
20.0,54.46515942525706
20.1,54.246383753344844
20.200000000000003,53.98957352528719
20.3,54.32393839499982
20.400000000000002,53.712200507697254
20.5,53.60677248409445
20.6,54.99396903092523
20.700000000000003,55.45194738617835
20.8,55.29891597156543
20.900000000000002,55.44522998137532
21.0,55.108141623047004
21.1,55.614024533529694
21.200000000000003,54.96135103604795
21.3,54.80738249722634
21.400000000000002,54.712582762065956
21.5,54.46300302430739
21.6,54.9792567482721
21.700000000000003,55.14013809961542
21.8,54.57390186966432
21.900000000000002,54.27180790875638
22.0,54.54406317189853
22.1,53.83519738113852
22.200000000000003,54.39071195017258
22.3,55.30961408196685
22.400000000000002,55.495046158137846
22.5,55.212305160671654
22.6,54.58744810036679
22.700000000000003,55.17764446789929
22.8,56.37900344718051
22.900000000000002,57.470381125108524
23.0,57.446962524351584
23.1,57.11546104405392
23.200000000000003,58.05133716795377
23.3,57.85267209907369
23.400000000000002,58.35675455146046
23.5,59.0131906346384
23.6,58.9651865554244
23.700000000000003,58.94083627141675
23.8,58.77240187955116
23.900000000000002,60.01616262320118
24.0,60.25693695657736
24.1,60.998349596643436
24.200000000000003,61.055338074227244
24.3,61.172391545302226
24.400000000000002,62.69903578702779
24.5,63.411788876884806
24.6,63.44376624671486
24.700000000000003,64.08706829237515
24.8,63.347272513545214
24.900000000000002,62.52111992455351
25.0,63.49254699357923
25.1,63.80140582012118
25.200000000000003,64.82917472001314
25.3,65.42609416880255
25.400000000000002,65.59886955488459
25.5,65.04078639981374
25.6,65.61890057507448
25.700000000000003,65.81698604508266
25.8,67.61097436081968
25.900000000000002,67.14477761776159
26.0,68.24645562655225
26.1,68.96892066437964
26.200000000000003,68.35409842785094
26.3,68.92178387910879
26.400000000000002,68.75574737858138
26.5,68.13354013232171
26.6,68.24211590255756
26.700000000000003,68.48865351765546
26.8,68.58034602420675
26.900000000000002,67.1825451396732
27.0,67.00389612865965
27.1,67.4304293137584
27.200000000000003,67.49530424009407
27.3,68.28224118881157
27.400000000000002,67.57789173232771
27.5,67.87915524619818
27.6,66.71116917103349
27.700000000000003,67.27121952527986
27.8,67.05899396022998
27.900000000000002,68.73253974636019
28.0,69.34457152554474
28.1,68.68870103608266
28.200000000000003,69.30034404977282
28.3,68.16047048110948
28.400000000000002,68.82368034974877
28.5,69.62721004661903
28.6,70.59368393283506
28.700000000000003,70.64282485127518
28.8,71.29062573485857
28.900000000000002,71.69879073487681
29.0,70.93767274437755
29.1,71.08295106675986
29.200000000000003,71.3936429031496
29.3,71.3883798859671
29.400000000000002,70.55157675826509
29.5,71.22413171073761
29.6,71.30257787522595
29.700000000000003,72.07095963740824
29.8,70.62867864259427
29.900000000000002,70.96610986620415
30.0,72.1788610861293
30.1,72.24112448651822
30.200000000000003,72.21939622126096
30.3,72.19872844997064
30.400000000000002,72.16788997424946
30.5,72.04036290711666
30.6,72.4037889985803
30.700000000000003,72.00770662513338
30.8,71.34831305104352
30.900000000000002,71.66552468686908
31.0,72.08125762338119
31.1,72.59369253798066
31.200000000000003,72.85107477313083
31.3,72.54261893630229
31.400000000000002,72.54729431838678
31.5,72.44575054992106
31.6,72.40188569548029
31.700000000000003,72.38671611645081
31.8,72.66094795313462
31.900000000000002,72.5931685369673
32.0,72.56012689908327
32.1,73.44341696176191
32.2,72.16345516656203
32.300000000000004,72.67744839213661
32.4,73.88249516022377
32.5,74.66167496149414
32.6,75.1656317506284
32.7,74.54727362251752
32.800000000000004,74.32214989156948
32.9,72.63489062360453
33.0,74.16597680999011
33.1,74.82682794333171
33.2,75.31870596987129
33.300000000000004,75.48121580168589
33.4,76.10966151514606
33.5,75.66297076706108
33.6,75.14501143876
33.7,75.06475045653853
33.800000000000004,77.3197019028217
33.9,79.13642326178746
34.0,78.7959089017504
34.1,78.69414486403396
34.2,80.21771721054567
34.300000000000004,80.15781573948567
34.4,81.42626729361814
34.5,81.70204358595093
34.6,80.84027736098015
34.7,80.07083156649908
34.800000000000004,80.37129043967902
34.9,81.20084128634049
35.0,80.60995619344324
35.1,80.15355919983253
35.2,81.68708006078207
35.300000000000004,83.20734415512788
35.4,83.06206311764252
35.5,82.8646488521441
35.6,83.04701868545233
35.7,83.25569655703104
35.800000000000004,84.30016204203741
35.9,83.51323341843836
36.0,85.25509245177109
36.1,85.96821248624967
36.2,87.17079979442296
36.300000000000004,85.78685461651757
36.4,87.05115280760744
36.5,87.48351492517607
36.6,87.47555892466828
36.7,88.51999249763365
36.800000000000004,89.02634391360179
36.9,90.73945145785164
37.0,90.71998855676037
37.1,92.13560322330507
37.2,92.74437983302421
37.300000000000004,92.78972506077385
37.4,91.49023682922189
37.5,93.48572500656807
37.6,92.94410285733063
37.7,92.39002043494145
37.800000000000004,92.06685701692844
37.9,93.15131980501162
38.0,92.2978786696646
38.1,93.36122485916748
38.2,93.28871217502486
38.300000000000004,92.93563211981105
38.400000000000006,92.52687531335465
38.5,93.98999963642366
38.6,92.8232593610659
38.7,92.61493396587223
38.800000000000004,91.500253022063
38.900000000000006,91.66057224212248
39.0,90.64127539642357
39.1,91.32722979047269
39.2,92.14106295349622
39.300000000000004,93.88904483177122
39.400000000000006,94.61770573615172
39.5,93.72713104599852
39.6,94.22740851355269
39.7,94.42994824191923
39.800000000000004,94.94983240835643
39.900000000000006,95.2585348509291
40.0,95.62062692328256
40.1,96.25158725124993
40.2,97.12963892960265
40.300000000000004,96.41558571185023
40.400000000000006,97.16936432491924
40.5,96.72392065396623
40.6,99.46677693175279
40.7,99.22001619125463
40.800000000000004,100.35354747692492
40.900000000000006,101.32465124345914
41.0,100.6082336042664
41.1,100.64604567789026
41.2,100.73296585052755
41.300000000000004,99.68004191208047
41.400000000000006,99.76579316523295
41.5,99.66241790249171
41.6,100.21633807399826
41.7,102.41816292683752
41.800000000000004,101.4923292439794
41.900000000000006,103.01772234696539
42.0,102.17563319266418
42.1,101.83106857155946
42.2,103.22373098428126
42.300000000000004,101.58362740724151
42.400000000000006,102.13698093217499
42.5,104.10605491938294
42.6,103.52071825413132
42.7,104.848820865773
42.800000000000004,103.88755653975613
42.900000000000006,102.99968585865184
43.0,102.63790860616945
43.1,102.90231449786548
43.2,102.89938143804089
43.300000000000004,102.6748299082821
43.400000000000006,103.34112405499661
43.5,104.11627001847387
43.6,104.58181131909633
43.7,106.13788587241622
43.800000000000004,106.57035329910862
43.900000000000006,106.23370335584843
44.0,106.95292794441498
44.1,106.54724851784835
44.2,106.65170332705323
44.300000000000004,107.34228190931087
44.400000000000006,108.28575099551576
44.5,108.53241771971314
44.6,107.15886972137268
44.7,108.3402102634358
44.800000000000004,108.30648323007081
44.900000000000006,107.43654344813588
45.0,107.88052160123574
45.1,107.25513154790117
45.2,109.24962078540067
45.300000000000004,108.94965379603359
45.400000000000006,109.13304493771155
45.5,110.1998439509188
45.6,109.96324950911043
45.7,110.86304224852692
45.800000000000004,110.92712133605919
45.900000000000006,109.73304028142906
46.0,109.82111349574852
46.1,110.6129154869448
