Time,C_EE
0.0,0.9999997615814369
8e-05,0.3610822533879885
0.00016,0.2611064344464153
0.00024000000000000003,0.2148955072140054
0.00032,0.1677818647925909
0.0004,0.1260649578620041
0.00048000000000000007,0.1026951294767714
0.0005600000000000001,0.08991187129763463
0.00064,0.08043347203705402
0.00072,0.07278911450716748
0.0008,0.06769004286083953
0.0008800000000000001,0.06432512526266357
0.0009600000000000001,0.061502840777789294
0.00104,0.05921696349972851
0.00116,0.05777488870640274
0.00128,0.057072173350293985
0.0014000000000000002,0.05580841319462081
0.0015600000000000002,0.05514437946781618
0.0017200000000000002,0.05455319119060784
0.00192,0.05402167619966963
0.00212,0.05325875578047391
0.00232,0.05214333656861838
0.00256,0.051053382856639316
0.0028400000000000005,0.05064512929181435
0.00316,0.050167422149321704
0.0034800000000000005,0.05036206253246686
0.0038400000000000005,0.049828125349429264
0.004240000000000001,0.04977130559234076
0.00464,0.049713108158072346
0.0051199999999999996,0.04900205907209837
0.00564,0.048522422205342565
0.006200000000000001,0.04781476228659264
0.006840000000000001,0.04697647301253122
0.00756,0.04635616800944153
0.008360000000000001,0.04643240601265519
0.009200000000000002,0.044727732741120935
0.01012,0.04490593632824192
0.011120000000000001,0.044310644350380464
0.012240000000000003,0.04428724836318098
0.01348,0.043249611081108204
0.014839999999999999,0.04295034596285682
0.01636,0.04303313381195825
0.01804,0.042034320672691826
0.019880000000000002,0.04155440726541371
0.021880000000000004,0.04190705196452525
0.02408,0.041252947468389804
0.026520000000000002,0.04079010818427896
0.0292,0.03991845624623975
0.03212,0.03974402138880316
0.03536,0.03873683347178975
0.03892,0.03828306408886204
0.042839999999999996,0.037652852031337836
0.04716,0.037039653851274654
0.051919999999999994,0.03666841774484794
0.05716,0.03604362819442665
0.06292,0.035173468712360594
0.06928000000000001,0.03501834956014942
0.07627999999999999,0.03409242264201799
0.08395999999999999,0.033323951471751365
0.0924,0.032863711142147624
0.10171999999999999,0.032188221420780386
0.11196000000000002,0.03116980683950747
0.12323999999999999,0.03051251666328458
0.13568,0.02969334632641545
0.14936000000000002,0.028612837109361026
0.16440000000000002,0.027833680323382477
0.18096,0.02708843975130387
0.19920000000000007,0.025819965776682212
0.21924,0.025141797911601513
0.24131999999999998,0.024149879404909338
0.26564,0.023049092036180455
0.2924,0.022272323905099055
0.3218399999999999,0.021307630675364675
0.35423999999999983,0.020117687366116126
0.38992000000000004,0.019486233324838086
0.4292000000000001,0.01860972946222985
0.47244000000000014,0.018102562579642944
0.5200000000000001,0.017469013629070426
0.5723600000000002,0.016795798995573274
0.63004,0.01618577971700187
0.69352,0.015314213651165968
0.7633600000000001,0.014802615355248416
0.8402000000000002,0.013769859496164166
0.9248000000000001,0.01273256613272388
1.0179600000000002,0.011997431681048693
1.12044,0.011535032113824787
1.23324,0.010700452203130777
1.3574400000000013,0.009625678783064992
1.4941600000000002,0.0087345506617272
1.6446399999999992,0.007174344574225068
1.8102400000000003,0.006518950590990558
1.992520000000002,0.006178964778667644
2.1931600000000007,0.005767141110072053
2.414000000000003,0.0046305277663722276
2.6571200000000013,0.004000236893030023
2.924680000000009,0.0029506867109102804
3.2191599999999996,0.0016273878157252104
3.543319999999991,0.0006297261753706537
3.9001200000000154,-0.00018264754936116303
4.292879999999979,-0.000949218936222658
4.725160000000005,-0.0001672678062607623
5.200960000000002,0.0007839872260068344
5.724680000000026,0.0008713426508850886
6.301120000000006,-0.00040219268016345507
6.9355999999999955,-0.0013911453129148825
7.634000000000033,-0.0014462013620903378
8.402719999999999,-0.0010281676489973816
9.248800000000012,0.0003966474039131234
10.180119999999995,-0.0006302714557482608
11.205200000000014,0.00016777676088920363
12.333479999999987,0.0014612079871998663
13.575400000000016,0.0007289375009532033
14.942400000000001,0.0019986322066108293
16.44704000000001,0.0010743662565542659
18.103160000000006,0.0016696406141167369
19.926040000000004,-0.00036314194936265233
21.932479999999998,0.0010631534744869023
24.14096,0.0006598083291774304
26.57184,-0.001995301604220423
29.247480000000003,-0.0017509384311113205
32.192519999999995,0.000675642139270491
35.43412,-0.0006232017353064584
39.00212,-0.0014496880400089156
42.92944,-0.0007771189849262547
47.252199999999995,-3.86564831625491e-05
52.01024,-0.0014040001748941461
57.247400000000006,-0.00037516696543084726
63.01188,-0.00095985758341055
69.35679999999999,-0.0012783719498737944
76.34064000000001,-0.00218832952159263
84.02772000000003,-0.0002662844592550365
92.48879999999998,-0.000904108538346981
101.80187999999998,0.0016123246046320925
112.05276,0.0009171299630868323
123.33584000000006,0.0008391590905328445
135.75504,0.0004176341501023458
149.42476000000005,0.0006383198431991839
164.47096,-0.00027322086950960106
181.03224,-0.0008568109826122631
199.26116,-0.00018059621236458196
219.32560000000004,1.580908912927061e-05
241.4104,0.00031996244028451276
265.71904,-0.00020952535046532406
292.4754,-0.00013898110250293888
