Omega,C_real,C_imag
0.0,16.603803063052794,2.773310691439551e-15
3.7450649255655795,16.61092786611852,-0.005445260856706152
7.490129851131159,16.61194073693039,-0.02351359793038346
11.235194776696737,16.60452673900263,-0.0321649806617109
14.980259702262318,16.597449757178783,-0.03368844055823209
18.725324627827895,16.609825340278025,-0.006441007020619266
22.470389553393474,16.69060074808324,-0.029319852045099397
26.215454478959057,16.681470967621138,-0.145706400552534
29.960519404524636,16.587193103551854,-0.1351812504987764
33.70558433009021,16.653074378614345,-0.07751826223747464
37.45064925565579,16.72031122133387,-0.20756455351589864
41.19571418122137,16.601712209144132,-0.3145262152480677
44.94077910678695,16.478140505270712,-0.29537499443484705
48.685844032352534,16.37941634900844,-0.17815573081180178
54.30344142070089,16.575920230838722,-0.04080733146217423
59.92103880904927,16.735628659294523,-0.20121508662848717
65.53863619739764,16.54775375392127,-0.3481017915038085
73.0287660485288,16.496375124069623,-0.49458387616979416
80.51889589965995,16.42714852427173,-0.16977047629501418
89.8815582135739,16.33042878296923,-0.42985952082726275
99.24422052748784,16.247781506657574,-0.11665615292218116
108.60688284140178,16.38670229914361,-0.18893605862029686
119.84207761809853,16.277665194137263,-0.30159420673631576
132.94980485757804,16.245243397750023,-0.21029172718460265
147.9300645598404,16.319376680674324,-0.11682081337833977
162.91032426210268,16.314727417875783,-0.23869588945715733
179.7631164271478,16.350259365853617,-0.2603736361595474
198.48844105497568,16.1343298096027,-0.0910473481423714
217.21376568280357,16.282361889212897,-0.14018204102231202
239.68415523619709,16.438061589120053,-0.2922670214464249
264.0270772523733,16.095339049188194,-0.19588308128854087
290.2425317313324,16.195707092587735,-0.248605203507395
320.20305113585704,16.14960366156332,-0.07451269295813703
353.9086354659472,16.21813211191188,-0.21571071298605582
391.359284721603,16.14658272968671,-0.07005405019516635
430.6824664400417,16.201446305663897,-0.11475690808244603
473.7507130840458,16.312888408936406,-0.14180459373097853
520.5640246536154,16.109721912648727,-0.26162390615602704
572.9949336115336,16.152853044664354,-0.09083491597342805
631.0434399578,16.21513372031756,-0.11824531853292453
694.709543692415,16.206784821797783,-0.22354307286761585
765.865777278161,16.10176206555205,-0.28496037668503194
844.5121407150382,16.093290343346833,-0.08818169328604068
930.6486340030465,16.181259642186006,-0.19619155267068455
1024.2752571421859,16.10587846048681,-0.20142544830921336
1127.2645425952392,16.055350740613797,-0.21005225408358802
1241.4890228249894,16.060136105443878,-0.141433434973403
1366.9486978314364,16.059163239079986,-0.16112850798222247
1503.64356761458,16.031048886836867,-0.18085686344168597
1655.3186970999861,16.042140711224707,-0.13176544123357317
1821.9740862876545,16.019787764236845,-0.13328995958812812
2005.4822676403674,16.05586991085098,-0.10687970121491885
2207.7157736209087,16.063270563361563,-0.15019552432701744
2430.5471366920615,16.037768639418346,-0.13354699768814204
2675.8488893166063,16.07128660843105,-0.16280454855168847
2945.493563957328,16.01836488054065,-0.179753241894711
3243.2262255397923,16.00512025804841,-0.16855653008420163
3570.91940652678,15.999376257265892,-0.1851547817220644
3930.4456393810747,15.999191328831435,-0.13318008808918597
4325.5499890282435,16.035824630129035,-0.193370381763806
4761.850052856635,15.983724402792685,-0.1968346031337275
5241.218363329028,15.963434212634576,-0.1565476978846113
5769.272517833774,15.986391349841075,-0.19281968104184752
6351.630113759223,15.997771437053519,-0.19664402627297975
6992.036216030937,15.951343347157577,-0.2122443471105541
7696.108422037266,15.984365769152634,-0.19059045436399344
8471.336861629341,16.04993102704253,-0.23817083337840841
9325.211664658293,15.968125954860533,-0.30980293573516365
10263.350428512469,15.927915956006153,-0.28920871281849975
11296.98834796857,15.949411503236682,-0.29879243013286205
12435.488085340505,15.932878416046306,-0.30225676538425506
13688.21230294219,15.969918406471832,-0.3426286732129163
15066.396195550326,15.908799349527488,-0.4209795013342412
16583.147490404383,15.887542015053477,-0.3648903457837621
18253.446447206632,15.901253749581294,-0.4311225737143993
20092.273325659335,15.89489294479424,-0.42753191273636165
22116.48091792753,15.889137828894984,-0.5043075505155834
24342.922016176264,15.89541898401343,-0.48511045197994096
26794.067009958937,15.900823771725268,-0.5815204934744017
29494.25882129172,15.831919433807082,-0.6497119073037845
32465.967839728004,15.849671198187727,-0.6630380349265914
35735.409519746754,15.837706151474707,-0.7181594564087838
39332.54438075249,15.80897275546371,-0.8162335463318323
43292.9505395381,15.746375942776906,-0.9138184148613246
47654.07864535921,15.750895845927298,-0.864868168246553
52451.50681500872,15.77188383399123,-1.0209035202400558
57732.048360056186,15.660643607574569,-1.0746993142977082
63546.26165699675,15.689155992825304,-1.1730100260131004
69946.57761478832,15.657518373644473,-1.2895194298054395
76991.04473977718,15.607283047233544,-1.3640477545980032
84743.32913569792,15.553642865952273,-1.5591880610699556
93276.4595685991,15.507069963755505,-1.6822044771776614
102669.08240191756,15.410503728935728,-1.784270996828014
113007.33412894134,15.32870381754691,-1.949519434306142
124388.58643773515,15.238143576842239,-2.1451608597091254
136913.95608128922,15.044606409463505,-2.3072241638731183
150699.54007229613,15.107283438497733,-2.3452794349955264
165874.54315068785,14.856032103170001,-2.6741329521553485
182577.5327187103,14.628976927175485,-2.863525148703059
200963.92897077455,14.44005066228611,-2.9578747024245855
221200.38729606816,14.229939449486267,-3.190044555895195
243474.16094086945,14.006657509475332,-3.3110957485057138
267991.2284760845,13.700471547072455,-3.492541284132609
294976.29379724734,13.53559460702602,-3.5442073786198582
324678.4037219078,13.214008495162007,-3.77881404925337
357372.82052209537,12.917804053438848,-3.7991842044519726
393359.14939185506,12.656766470304746,-4.085197962246058
