Omega,C_real,C_imag
432966.9560446366,12.192885612258786,-4.094206568831047
476565.12937560835,11.868434283279433,-4.028870596452494
524552.5187993428,11.579966767015373,-4.11739861737796
577371.041977057,11.324688916045353,-4.1613315882248445
635509.4298815371,10.910222882237022,-4.200297505092535
699503.2267971388,10.63532499152603,-4.1849339329769695
769940.4079171763,10.25866656334158,-4.1466528464024
847468.8694737721,10.002857552094694,-4.0998956056604055
932803.9188677095,9.728827144762967,-4.1021654252135775
1026732.0197333568,9.416425566278729,-4.105533408986107
1130118.2820685203,9.187213533622538,-4.169370754859422
1243915.824896756,8.818536892857688,-4.277815112526701
1369171.3938647595,8.330550255415268,-4.320989410365357
1507038.4689696052,7.828200178598812,-4.40553849721458
1658788.4997535225,7.109309538883351,-4.355060048980828
1825818.395433747,6.392714620560974,-4.058382371470079
