,Time,Step,Temp,Press,PotEng,KinEng,E_vdwl,E_coul,E_mol,Volume,Density,c_virial
count,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0,239765.0
mean,2.39764e-10,119882.0,349.2836598162796,-229.58949452096553,4959.906128602901,4163.551825770162,-373.128328068059,2500.623387890218,5546.834886090564,46438.611000052406,1.0294201000050476,-4328.020323275384
std,1.384286759670836e-10,69214.33798354211,4.494663117629891,1107.1863201737874,58.14327846151898,53.57755020958659,25.700859702699045,9.151444997487507,57.82420947641982,5.2408831987158976e-08,5.047528485157831e-12,1105.6387444280738
min,0.0,0.0,329.34309,-5091.5141,4689.7145,3925.8551,-475.39017,2460.4834,5264.5795,46438.611,1.0294201,-9222.5231
25%,1.1988200000000002e-10,59941.0,346.2186,-975.61911,4920.2919,4127.0155,-390.48111,2494.5134,5507.5181,46438.611,1.0294201,-5072.8288
50%,2.3976400000000004e-10,119882.0,349.23437,-232.43726,4959.469,4162.9643,-373.29491,2500.6018,5546.5592,46438.611,1.0294201,-4330.7382
75%,3.59646e-10,179823.0,352.28502,515.59235,4999.1018,4199.3289,-355.9541,2506.7145,5585.8532,46438.611,1.0294201,-3585.5504
max,4.795280000000001e-10,239764.0,369.65007,4716.9104,5268.7037,4406.3247,-261.85735,2539.3049,5848.0992,46438.611,1.0294201,590.24303
