,Time,Step,Temp,Press,PotEng,KinEng,E_vdwl,E_coul,E_mol,Volume,Density,c_virial
count,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0,78499.0
mean,3.1399199999999996e-09,1569960.0,551.148556297785,1414.759566703303,7792.256970155047,6569.833753503928,-68.92265858160876,2797.416973370324,7976.703161543455,48228.54400004523,0.9912146600009272,-4812.300868433504
std,1.8128682982132686e-09,906434.1491066335,7.1848571642281795,1363.231550970931,93.31753693448324,85.64536117282753,34.644313222557685,12.372465232835651,90.9743763192,4.5227640608495424e-08,9.271531533926033e-13,1359.3031582048661
min,0.0,0.0,344.98726,-66595.175,6342.4247,4112.3376,-973.83464,2700.803,6762.4052,48228.544,0.99121466,-70492.957
25%,1.5699600000000002e-09,784980.0,546.27324,507.8522,7729.8194,6511.71875,-92.232914,2789.14775,7915.4473,48228.544,0.99121466,-5718.3079
50%,3.13992e-09,1569960.0,551.1305,1420.3916,7792.4376,6569.6185,-69.304193,2797.4423,7976.6565,48228.544,0.99121466,-4807.9868
75%,4.70988e-09,2354940.0,555.9768449999999,2325.2652,7854.9993,6627.38825,-45.785655000000006,2805.6943499999998,8038.2905,48228.544,0.99121466,-3903.3587500000003
max,6.27984e-09,3139920.0,583.14336,9194.4336,8184.1038,6951.2201,88.467951,2853.1733,8351.6732,48228.544,0.99121466,3632.8184
