Time,C_EE
0.0,0.9999995231629107
8e-05,0.3593282790415054
0.00016,0.2592483099678574
0.00024000000000000003,0.21296329665183866
0.00032,0.1656740393689719
0.0004,0.12287389282375775
0.00048000000000000007,0.09847162535002081
0.0005600000000000001,0.08625732169279356
0.00064,0.07658822141721983
0.00072,0.06959579774060637
0.0008,0.06447963317411083
0.0008800000000000001,0.06133769473491312
0.0009600000000000001,0.05835058664241304
0.00104,0.05626866863040538
0.00116,0.05447929498042969
0.00128,0.053209796542822776
0.0014000000000000002,0.052963731622184915
0.0015600000000000002,0.05312845395197119
0.0017200000000000002,0.05206860437370346
0.00192,0.05057172381865979
0.00212,0.050095607524473396
0.00232,0.04984041176085432
0.00256,0.04947923342040874
0.0028400000000000005,0.0494567870635163
0.00316,0.049772038707303894
0.0034800000000000005,0.0497290745914087
0.0038400000000000005,0.047670023058419574
0.004240000000000001,0.046832164629075426
0.00464,0.046952598045905125
0.0051199999999999996,0.046482684830278224
0.00564,0.046017500122029015
0.006200000000000001,0.04477411960629065
0.006840000000000001,0.04495172253754677
0.00756,0.04480975449429665
0.00836,0.04458853037007945
0.009200000000000002,0.04388986478399206
0.01012,0.043881097126200946
0.011120000000000001,0.0439743302212552
0.012240000000000003,0.04306727769298914
0.01348,0.04127421766109514
0.01484,0.04084351096013862
0.016360000000000006,0.0415553092002698
0.01804,0.04071570617752668
0.019880000000000002,0.040319289219192235
0.021880000000000007,0.039825688893899286
0.02408,0.03935668523133713
0.026520000000000002,0.038180569261225955
0.0292,0.03804573226027239
0.03212,0.03763096240281871
0.03536000000000001,0.03758018450113755
0.03892,0.03726687509942479
0.042839999999999996,0.0365347307883082
0.04716,0.03572217956375241
0.05192000000000001,0.035098347401642194
0.05716000000000001,0.03405139141343966
0.06292,0.03406298154341184
0.06928,0.03359234075373367
0.07628000000000001,0.03275754632713128
0.08396,0.03170137560258079
0.09240000000000001,0.031094558003135746
0.10172,0.030719599885294446
0.11196,0.02962170271742984
0.12324000000000004,0.029122449164661696
0.13568,0.028545978737854028
0.14936,0.02760599474144783
0.16440000000000005,0.026985256841395383
0.18096,0.026448157730554377
0.19920000000000002,0.025464210698389986
0.21924000000000002,0.024850570032090676
0.24132000000000003,0.024500490864886156
0.26564000000000004,0.023654501809432467
0.29240000000000005,0.02187078021361821
0.32184,0.020996273905469758
0.35424000000000005,0.0202417138456267
0.38992000000000004,0.01932271741047142
0.4292,0.019012498290126703
0.47244,0.018231463673794284
0.52,0.017138487799030433
0.57236,0.01577322475028026
0.63004,0.014829702024198673
0.69352,0.014197897873171555
0.76336,0.012937089830933635
0.8402000000000001,0.011678749793856016
0.9248000000000001,0.01053052472524876
1.01796,0.008536728409681215
1.12044,0.007899754797134336
1.2332400000000001,0.006623095111507143
1.35744,0.005877082464732377
1.4941600000000002,0.005329482765437718
1.64464,0.0049817365270075865
1.81024,0.005021329421309958
1.9925200000000003,0.004721363647253287
2.19316,0.0025993569766068433
2.4140000000000006,0.0017276403625156348
2.65712,0.001181437144672182
2.9246800000000004,0.0006031517041512525
3.21916,0.0002698419440960894
3.5433200000000005,0.0019321921227052866
3.90012,0.0032390152868865675
4.29288,0.0011868092152473042
4.725160000000001,0.00030669322300423495
5.200960000000001,-0.0019933975704451014
5.724679999999999,-0.002865222223422148
6.30112,-0.0035524841631236004
6.935600000000001,-0.0018899628256657062
7.634,1.2845813717708953e-05
8.40272,-0.0008488624271608975
9.248800000000001,-0.0013080782175670241
10.18012,-0.0011008956959515184
11.205200000000001,-0.0013018483363241625
12.333480000000002,-0.0013159189942347105
13.5754,-0.001692589620859084
14.942400000000001,0.00044439161729397183
16.44704,0.003368964044562555
18.10316,0.0008470902915658473
19.92604,0.0003791277798318889
21.93248,5.300262131227118e-05
24.14096,0.0012321228816627567
26.57184,0.002383481516769918
29.247480000000003,0.0008099775262201224
32.19252,-0.0013122043817996101
35.43412000000001,0.0007732449931407833
39.002120000000005,0.0013589087462431075
42.92944,0.0011690976947205283
47.2522,-0.00343915212870228
52.01024,0.0010196724640695789
57.247400000000006,0.0017174971513047605
63.01188000000001,-0.0009511477162211397
69.3568,0.0005442716805220715
76.34064000000001,-0.000259342185782188
84.02772000000002,-0.0010114324066447023
92.48880000000001,0.0009813143540411276
101.80187999999998,-0.0020471809875483356
112.05276,0.0004923367566344186
123.33584,-0.0006261092944216272
135.75504000000004,-0.0003570063200632223
149.42476,-0.0005543169857826296
